,Date,views,likes,dislikes,comment_count,s&p_Open,s&p_High,s&p_Low,s&p_Close,s&p_Adj Close,s&p_Volume,dow_Open,dow_High,dow_Low,dow_Close,dow_Adj Close,dow_Volume,etc_Open,etc_High,etc_Low,etc_Close,etc_Adj Close,etc_Volume,btc_Open,btc_High,btc_Low,btc_Close,btc_Adj Close,btc_Volume
22,2017-12-06,336281463,11734154,352725,1175419,2626.23999,2634.409912,2624.75,2629.27002,2629.27002,3229000000.0,24171.900391,24229.349609,24134.490234,24140.910156,24140.910156,312720000.0,453.959991,456.869995,413.130005,422.48001100000005,422.48001100000005,470223347,11667.129883,13843.200195,11661.759766,13749.570313,13749.570313,2437037791
23,2017-12-07,385936747,13396888,807949,1677068,2628.3798829999996,2640.98999,2626.530029,2636.97998,2636.97998,3292400000.0,24116.599609,24262.880859,24101.240234,24211.480469,24211.480469,319060000.0,422.39001500000006,434.85000599999995,404.160004,421.14999400000005,421.14999400000005,416652301,13750.089844,16879.259766,13401.610352,16850.310547,16850.310547,4510225316
24,2017-12-08,395720361,13560573,1206275,1833551,2646.209961,2651.649902,2644.100098,2651.5,2651.5,3106150000.0,24263.259766,24330.119141,24225.5,24329.160156,24329.160156,293590000.0,420.76000999999997,461.10000599999995,410.329987,451.73999000000003,451.73999000000003,479837604,16867.980469,17294.849609,13906.099609,16047.610352000002,16047.610352000002,4546014731
25,2017-12-09,294591913,10213968,1408274,1814468,,,,,,,,,,,,,451.77999900000003,507.35998499999994,448.089996,472.85998499999994,472.85998499999994,522718280,16048.179688,16313.179688,13151.469727,14843.419922,14843.419922,2699876215
26,2017-12-10,327000962,10004971,1645570,1682519,,,,,,,,,,,,,472.30999800000006,472.77999900000003,428.299988,436.48999000000003,436.48999000000003,307733091,14839.980469,15783.200195,13031.0,15059.599609,15059.599609,2904037859
27,2017-12-11,374007988,10892272,1803280,1852339,2652.189941,2660.330078,2651.469971,2659.98999,2659.98999,3091950000.0,24338.109375,24389.720703,24314.740234,24386.029297,24386.029297,300580000.0,436.540009,519.349976,436.01000999999997,513.289978,513.289978,359245523,15060.450195,17399.179688,15024.55957,16732.470703,16732.470703,2634267594
28,2017-12-12,356733762,11207459,1916981,2055048,2661.72998,2669.719971,2659.780029,2664.110107,2664.110107,3555680000.0,24452.960938,24552.970703,24443.830078,24504.800781,24504.800781,342220000.0,513.3599849999999,678.25,499.57000700000003,656.52002,656.52002,997267993,16733.289063,17560.650391,16254.530272999998,17083.900391,17083.900391,2246138895
29,2017-12-13,379065448,11852860,2071717,2190644,2667.590088,2671.8798829999996,2662.850098,2662.850098,2662.850098,3542370000.0,24525.189453,24666.019531,24518.300781,24585.429688,24585.429688,325280000.0,656.52002,755.070007,593.8900150000001,699.090027,699.090027,1324617349,17083.900391,17267.960938,15669.860352000002,16286.820313,16286.820313,2576055941
30,2017-12-14,380020103,11746709,2120656,2068134,2665.8701170000004,2668.090088,2652.01001,2652.01001,2652.01001,3430030000.0,24631.009766,24672.480469,24508.660156,24508.660156,24508.660156,314780000.0,699.090027,751.679993,662.289978,693.580017,693.580017,806129945,16286.820313,16941.080078,16023.639647999998,16467.910156,16467.910156,1773813863
31,2017-12-15,240799590,8406477,650921,1193566,2660.6298829999996,2679.6298829999996,2659.139893,2675.810059,2675.810059,5723920000.0,24585.710938,24688.619141,24584.439453,24651.740234,24651.740234,635740000.0,693.580017,696.8900150000001,614.330017,684.27002,684.27002,633348317,16467.910156,17987.029297,16442.199219,17604.849609,17604.849609,2682351213
32,2017-12-16,179201789,7589786,596601,1044851,,,,,,,,,,,,,684.090027,718.369995,678.52002,692.830017,692.830017,378863163,17594.080078,19587.699219,17318.539063,19345.490234,19345.490234,2078806368
33,2017-12-17,190812825,7673758,612634,1029525,,,,,,,,,,,,,692.320007,732.450012,691.950012,717.710022,717.710022,381124251,19346.599609,19870.619141,18750.910156,19065.710938,19065.710938,2264650369
34,2017-12-18,220924291,8829652,653206,1118407,2685.919922,2694.969971,2685.919922,2690.159912,2690.159912,3724660000.0,24739.560547,24876.070313,24739.560547,24792.199219,24792.199219,354880000.0,717.72998,799.369995,679.799988,785.98999,785.98999,752383737,19065.710938,19221.099609,18114.419922,18972.320313,18972.320313,2597510049
35,2017-12-19,185778037,7701029,535141,960461,2692.709961,2694.439941,2680.73999,2681.469971,2681.469971,3368590000.0,24834.380859,24850.109375,24715.599609,24754.75,24754.75,335330000.0,786.169983,868.8900150000001,767.590027,812.5,812.5,1094688835,18971.189453,19021.970703,16812.800781,17523.699219,17523.699219,3136709262
36,2017-12-20,180256066,7146694,520835,802313,2688.179932,2691.01001,2676.110107,2679.25,2679.25,3241030000.0,24838.089844,24852.439453,24697.109375,24726.650391,24726.650391,341790000.0,812.5,830.200012,713.75,799.169983,799.169983,889990388,17521.730469,17813.599609,15642.69043,16461.970703,16461.970703,3791752510
37,2017-12-21,190463226,8210855,591567,906934,2683.02002,2692.639893,2682.399902,2684.570068,2684.570068,3273390000.0,24778.259766,24850.910156,24766.269531,24782.289063,24782.289063,339530000.0,799.169983,840.5499880000001,759.650024,789.3900150000001,789.3900150000001,725479885,16461.089844,17301.830078,14952.980469,15632.120116999999,15632.120116999999,2619295475
38,2017-12-22,188871931,8046255,347629,914320,2684.219971,2685.350098,2678.1298829999996,2683.340088,2683.340088,2399830000.0,24764.039063,24784.150391,24717.509766,24754.060547,24754.060547,255140000.0,789.3900150000001,794.159973,490.27999900000003,657.830017,657.830017,1535685091,15632.120116999999,15823.719727000002,10875.709961,13664.969727000002,13664.969727000002,6245731508
39,2017-12-23,177951980,7826633,387474,927689,,,,,,,,,,,,,657.8099980000001,747.530029,651.099976,700.4400019999999,700.4400019999999,468771914,13664.969727000002,15493.230469,13356.070313,14396.459961000002,14396.459961000002,2491903154
40,2017-12-24,182826459,7658569,405621,824167,,,,,,,,,,,,,700.4400019999999,701.070007,597.119995,675.909973,675.909973,477777689,14396.629883000001,14413.719727000002,12166.450195,13789.950195,13789.950195,2428437693
41,2017-12-25,210844932,8512395,457242,886673,,,,,,,,,,,,,676.080017,747.3599849999999,671.710022,723.1400150000001,723.1400150000001,382873119,13789.950195,14467.429688,13010.709961,13833.490234,13833.490234,1487888106
42,2017-12-26,221678391,7988858,475170,746727,2679.090088,2682.73999,2677.959961,2680.5,2680.5,1968780000.0,24715.839844,24778.130859,24708.419922,24746.210938,24746.210938,208290000.0,723.1400150000001,756.030029,722.22998,753.400024,753.400024,293691001,13830.19043,16094.669922,13748.490234,15756.55957,15756.55957,2198577125
43,2017-12-27,241898842,9010573,473247,854067,2682.100098,2685.639893,2678.909912,2682.6201170000004,2682.6201170000004,2202080000.0,24766.519531,24789.519531,24731.679688,24774.300781,24774.300781,225890000.0,753.4400019999999,766.530029,706.669983,739.9400019999999,739.9400019999999,352542483,15757.019531,16514.589844,14534.660156,15416.639647999998,15416.639647999998,2162831128
44,2017-12-28,264150877,9382064,504767,978751,2686.100098,2687.659912,2682.689941,2687.540039,2687.540039,2153330000.0,24807.210938,24839.230469,24797.130859,24837.509766,24837.509766,200960000.0,739.929993,741.460022,671.22998,716.6900019999999,716.6900019999999,437323299,15416.339844,15505.509766,13466.070313,14398.700195,14398.700195,2425912717
45,2017-12-29,269783913,9325157,513907,950719,2689.149902,2692.1201170000004,2673.610107,2673.610107,2673.610107,2443490000.0,24849.630859,24871.660156,24719.220703,24719.220703,24719.220703,270760000.0,716.6900019999999,755.200012,710.200012,739.599976,739.599976,392497843,14398.450195,15109.80957,13951.080078,14392.570313,14392.570313,1733583750
46,2017-12-30,272059514,8975258,526598,901405,,,,,,,,,,,,,739.599976,741.669983,663.880005,692.98999,692.98999,455555629,14392.139647999998,14461.459961000002,11962.089844,12531.519531,12531.519531,2387311023
47,2017-12-31,287060487,9827989,558118,981777,,,,,,,,,,,,,692.98999,746.619995,686.4400019999999,741.130005,741.130005,259822610,12532.379883,14241.820313,12359.429688,13850.400391,13850.400391,1492142483
48,2018-01-01,307958318,10198450,583864,1019090,,,,,,,,,,,,,741.090027,765.299988,724.330017,756.200012,756.200012,256171569,13850.490234,13921.530272999998,12877.669922,13444.879883000001,13444.879883000001,1057521524
49,2018-01-02,320211642,10101930,599085,1024877,2683.72998,2695.889893,2682.360107,2695.810059,2695.810059,3367250000.0,24809.349609,24864.189453,24741.699219,24824.009766,24824.009766,341130000.0,756.169983,882.6099849999999,756.169983,861.9699710000001,861.9699710000001,949013949,13444.879883000001,15306.129883000001,12934.160156,14754.129883000001,14754.129883000001,1956783037
50,2018-01-03,251099889,9252551,1029727,1613958,2697.850098,2714.3701170000004,2697.77002,2713.060059,2713.060059,3538660000.0,24850.449219,24941.919922,24825.550781,24922.679688,24922.679688,456790000.0,861.9699710000001,951.7000119999999,847.900024,941.099976,941.099976,778108786,14754.089844,15435.009766,14579.709961000002,15156.620116999999,15156.620116999999,1604206990
51,2018-01-04,239990961,9080765,1417631,1935435,2719.310059,2729.290039,2719.070068,2723.98999,2723.98999,3695260000.0,24964.859375,25105.960938,24963.269531,25075.130859,25075.130859,403280000.0,941.0,997.4400019999999,901.0300289999999,944.830017,944.830017,780050914,15156.490234,15408.660156,14244.669922,15180.080078,15180.080078,1656714736
52,2018-01-05,202066493,8489162,1545551,2019722,2731.330078,2743.449951,2727.919922,2743.149902,2743.149902,3236620000.0,25114.919922,25299.789063,25112.009766,25295.869141,25295.869141,358020000.0,944.830017,1018.3699949999999,933.9799800000001,967.1300050000001,967.1300050000001,808280779,15180.080078,17126.949219,14832.360352000002,16954.779297,16954.779297,2283988962
53,2018-01-06,208635326,8605177,1697195,1989389,,,,,,,,,,,,,967.1300050000001,1010.169983,958.2899779999999,1006.409973,1006.409973,381555969,16954.759766,17252.849609,16286.570313,17172.300781,17172.300781,1412703790
54,2018-01-07,218772690,8453673,1813980,2067367,,,,,,,,,,,,,1006.409973,1117.839966,1003.2100220000001,1117.75,1117.75,602250144,17174.5,17184.810547,15791.129883000001,16228.160156,16228.160156,1309532650
